ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.46;28.59;28.38;20210312;28.67;28.5;3326109;100000;293221;3719330;CHF;20210311;28.67;20200316;14.11;20201207;;XSWX;RS;CH;0;26.21
ADECCO N;CH0012138605;ADEN;1213860;63.46;63.46;62.48;20210312;62.88;62.66;390614;117600;12186;520400;CHF;20210310;64.5;20200317;30.5;20201207;;XSWX;RS;CH;0;58.86
ALCON N;CH0432492467;ALC;43249246;63.8;64.66;63.7;20210312;64.1;64.06;596430;5000;50019;651449;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.81
AMS;AT0000A18XM4;AMS;24924656;18.67;18.965;18.255;20210312;19.23;18.85;2818175;78500;870191;3766866;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;4044;21.11
CLARIANT N;CH0012142631;CLN;1214263;19.835;19.96;19.805;20210312;19.99;19.92;567576;0;19503;587079;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.14
CS GROUP N;CH0012138530;CSGN;1213853;12.08;12.175;11.805;20210312;12.39;12.05;18159254;978564;1932774;21070592;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;0;12.23
GEBERIT N;CH0030170408;GEBN;3017040;579;582.2;572.2;20210312;576;576.2;75443;0;6404;81847;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;0;557.2
GIVAUDAN N;CH0010645932;GIVN;1064593;3520;3577;3502;20210312;3562;3562;18375;0;650;19025;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3610.92
JULIUS BAER N;CH0102484968;BAER;10248496;58.88;58.92;58.1;20210312;58.6;58.38;255742;0;61437;317179;CHF;20210310;59.6;20200317;24.32;20201207;;XSWX;RS;CH;0;54.45
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;251.3;252.5;249.7;20210312;252.1;251.5;96093;0;2252;98345;CHF;20210311;253.7;20200316;119.25;20201207;;XSWX;RS;CH;0;211.75
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;54.36;54.38;53.64;20210312;54.02;53.92;1128292;0;165283;1293575;CHF;20210312;54.38;20200317;28.3;20201207;;XSWX;RS;CH;0;50.43
LOGITECH N;CH0025751329;LOGN;2575132;91.44;92.6;90.74;20210312;92.22;92.28;718923;0;83420;802343;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;2550;92.77
LONZA N;CH0013841017;LONN;1384101;546;555.6;544.8;20210312;552.6;553.6;133971;34876;10435;179282;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;575.33
NESTLE N;CH0038863350;NESN;3886335;100;100.18;99.68;20210312;100.46;100;2862695;253822;298026;3414543;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.56
NOVARTIS N;CH0012005267;NOVN;1200526;77.86;78.63;77.86;20210312;78.45;78.63;2855705;266900;223753;3346358;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;0;81.46
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1122;1123;1107.5;20210312;1124;1119;28303;0;2853;31156;CHF;20210304;1151.5;20200318;525;20201207;;XSWX;RS;CH;0;1064.44
RICHEMONT N;CH0210483332;CFR;21048333;91.42;91.74;89.5;20210312;89.56;89.66;1031364;82000;89734;1203098;CHF;20210312;91.74;20200316;44.64;20201207;;XSWX;RS;CH;0;84.13
ROCHE GS;CH0012032048;ROG;1203204;304.5;308.45;304.2;20210312;307.85;308;738297;60000;85663;883960;CHF;20200428;357.85;20200316;265.75;20201207;;XSWX;GC;CH;0;308.37
SCHINDLER PS;CH0024638196;SCHP;2463819;269.8;270.7;267.5;20210312;269.8;269.7;73243;8600;3508;85351;CHF;20210312;270.7;20200316;185.2;20201207;;XSWX;PC;CH;0;244.78
SGS N;CH0002497458;SGSN;249745;2731;2746;2714;20210312;2726;2718;16274;0;1618;17892;CHF;20210216;2781;20200316;1801.5;20201207;;XSWX;RS;CH;0;2691.52
SIKA N;CH0418792922;SIKA;41879292;263.1;264.8;262.7;20210312;264.5;264;222572;0;29623;252195;CHF;20210311;266;20200316;125.1;20201207;;XSWX;RS;CH;0;247.48
SONOVA N;CH0012549785;SOON;1254978;235.6;237.4;233.4;20210312;235.9;235.1;100139;8500;17761;126400;CHF;20201109;249.4;20200318;140.0662;20201207;;XSWX;RS;CH;0;228.38
STRAUMANN N;CH0012280076;STMN;1228007;1108;1146;1101.5;20210312;1147;1146;37442;0;2704;40146;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1063.97
SWATCH GROUP I;CH0012255151;UHR;1225515;285.1;286.3;283.4;20210312;284;284.7;97929;0;1871;99800;CHF;20210312;286.3;20200316;151;20201207;;XSWX;BS;CH;0;257.22
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;454.8;456.1;448.6;20210312;450.7;450.5;112526;19900;4238;136664;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;429.66
SWISS RE N;CH0126881561;SREN;12688156;92.02;92.02;90.88;20210312;91.64;91.48;598176;572500;17384;1188060;CHF;20210310;92.24;20200319;52.68;20201207;;XSWX;RS;CH;0;84.12
SWISSCOM N;CH0008742519;SCMN;874251;479.2;481.3;476;20210312;477.7;476.1;136450;69151;2590;208191;CHF;20200407;548;20200316;446.7;20201207;;XSWX;RS;CH;0;475.65
TEMENOS N;CH0012453913;TEMN;1245391;130.35;132.15;129.7;20210312;131.7;131.6;184578;0;12257;196835;CHF;20200715;164.5;20200316;91.54;20201207;;XSWX;RS;CH;978;119.25
UBS GROUP N;CH0244767585;UBSG;24476758;14.425;14.535;14.21;20210312;14.29;14.3;8506570;1014000;903125;10423695;CHF;20210308;14.795;20200316;7.002;20201207;;XSWX;RS;CH;0;13.5
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;391.9;392.1;389.2;20210312;391;389.8;276594;303400;19389;599383;CHF;20210308;399.8;20200316;248.7;20201207;;XSWX;RS;CH;0;375.57

Produced at: 23:45:02 2021-03-12
